step,MR:0.0 ID:C Mode:none_mean_opinions,MR:0.0 ID:C Mode:none_non_zealot_variance,MR:0.0 ID:C Mode:none_cluster_variance,MR:0.0 ID:C Mode:none_negative_counts,MR:0.0 ID:C Mode:none_negative_means,MR:0.0 ID:C Mode:none_positive_counts,MR:0.0 ID:C Mode:none_positive_means,MR:0.0 ID:C Mode:none_polarization_index,MR:0.0 ID:C Mode:clustered_mean_opinions,MR:0.0 ID:C Mode:clustered_non_zealot_variance,MR:0.0 ID:C Mode:clustered_cluster_variance,MR:0.0 ID:C Mode:clustered_negative_counts,MR:0.0 ID:C Mode:clustered_negative_means,MR:0.0 ID:C Mode:clustered_positive_counts,MR:0.0 ID:C Mode:clustered_positive_means,MR:0.0 ID:C Mode:clustered_polarization_index,MR:0.0 ID:C Mode:random_mean_opinions,MR:0.0 ID:C Mode:random_non_zealot_variance,MR:0.0 ID:C Mode:random_cluster_variance,MR:0.0 ID:C Mode:random_negative_counts,MR:0.0 ID:C Mode:random_negative_means,MR:0.0 ID:C Mode:random_positive_counts,MR:0.0 ID:C Mode:random_positive_means,MR:0.0 ID:C Mode:random_polarization_index,MR:0.0 ID:C Mode:high-degree_mean_opinions,MR:0.0 ID:C Mode:high-degree_non_zealot_variance,MR:0.0 ID:C Mode:high-degree_cluster_variance,MR:0.0 ID:C Mode:high-degree_negative_counts,MR:0.0 ID:C Mode:high-degree_negative_means,MR:0.0 ID:C Mode:high-degree_positive_counts,MR:0.0 ID:C Mode:high-degree_positive_means,MR:0.0 ID:C Mode:high-degree_polarization_index,MR:0.3 ID:C Mode:none_mean_opinions,MR:0.3 ID:C Mode:none_non_zealot_variance,MR:0.3 ID:C Mode:none_cluster_variance,MR:0.3 ID:C Mode:none_negative_counts,MR:0.3 ID:C Mode:none_negative_means,MR:0.3 ID:C Mode:none_positive_counts,MR:0.3 ID:C Mode:none_positive_means,MR:0.3 ID:C Mode:none_polarization_index,MR:0.3 ID:C Mode:clustered_mean_opinions,MR:0.3 ID:C Mode:clustered_non_zealot_variance,MR:0.3 ID:C Mode:clustered_cluster_variance,MR:0.3 ID:C Mode:clustered_negative_counts,MR:0.3 ID:C Mode:clustered_negative_means,MR:0.3 ID:C Mode:clustered_positive_counts,MR:0.3 ID:C Mode:clustered_positive_means,MR:0.3 ID:C Mode:clustered_polarization_index,MR:0.3 ID:C Mode:random_mean_opinions,MR:0.3 ID:C Mode:random_non_zealot_variance,MR:0.3 ID:C Mode:random_cluster_variance,MR:0.3 ID:C Mode:random_negative_counts,MR:0.3 ID:C Mode:random_negative_means,MR:0.3 ID:C Mode:random_positive_counts,MR:0.3 ID:C Mode:random_positive_means,MR:0.3 ID:C Mode:random_polarization_index,MR:0.3 ID:C Mode:high-degree_mean_opinions,MR:0.3 ID:C Mode:high-degree_non_zealot_variance,MR:0.3 ID:C Mode:high-degree_cluster_variance,MR:0.3 ID:C Mode:high-degree_negative_counts,MR:0.3 ID:C Mode:high-degree_negative_means,MR:0.3 ID:C Mode:high-degree_positive_counts,MR:0.3 ID:C Mode:high-degree_positive_means,MR:0.3 ID:C Mode:high-degree_polarization_index
143,0.0522,0.0409,0.0055,195.6000,-0.0601,304.4000,0.1270,0.9087,0.1877,0.0458,0.0079,64.4000,-0.0474,415.6000,0.1829,0.8871,0.2600,0.0512,0.0125,31.8000,-0.0305,448.2000,0.2503,0.9817,0.2942,0.0468,0.0125,19.4000,-0.0119,460.6000,0.2767,0.0224,-0.0345,0.1708,0.0422,265.4000,-0.3792,234.6000,0.3561,34.4534,0.0842,0.1702,0.0470,217.5000,-0.3507,262.5000,0.3772,35.2662,0.1461,0.1637,0.0485,184.6000,-0.3344,295.4000,0.3915,33.0559,0.1821,0.1491,0.0434,161.8000,-0.3218,318.2000,0.3897,30.4414
144,0.0526,0.0412,0.0056,195.7000,-0.0604,304.3000,0.1281,0.9219,0.1886,0.0460,0.0080,64.0000,-0.0479,416.0000,0.1839,0.9142,0.2608,0.0513,0.0125,31.7000,-0.0307,448.3000,0.2512,0.9827,0.2949,0.0469,0.0125,19.4000,-0.0118,460.6000,0.2774,0.0224,-0.0345,0.1709,0.0422,265.4000,-0.3794,234.6000,0.3562,34.4864,0.0843,0.1703,0.0470,217.4000,-0.3510,262.6000,0.3773,35.2917,0.1461,0.1638,0.0485,184.5000,-0.3347,295.5000,0.3915,33.0681,0.1821,0.1492,0.0434,161.7000,-0.3222,318.3000,0.3898,30.4597
145,0.0530,0.0415,0.0056,195.2000,-0.0609,304.8000,0.1289,0.9305,0.1895,0.0463,0.0080,63.5000,-0.0483,416.5000,0.1848,0.9649,0.2616,0.0514,0.0126,31.2000,-0.0315,448.8000,0.2519,0.9988,0.2956,0.0469,0.0126,19.4000,-0.0118,460.6000,0.2782,0.0225,-0.0346,0.1710,0.0422,265.4000,-0.3796,234.6000,0.3563,34.5217,0.0843,0.1704,0.0470,217.4000,-0.3511,262.6000,0.3775,35.3179,0.1462,0.1640,0.0485,184.5000,-0.3349,295.5000,0.3917,33.0398,0.1822,0.1493,0.0434,161.7000,-0.3224,318.3000,0.3899,30.4597
146,0.0534,0.0419,0.0057,195.1000,-0.0613,304.9000,0.1297,0.9395,0.1904,0.0465,0.0081,62.6000,-0.0489,417.4000,0.1855,1.0036,0.2624,0.0515,0.0126,31.1000,-0.0318,448.9000,0.2528,1.0136,0.2963,0.0470,0.0126,19.4000,-0.0117,460.6000,0.2790,0.0225,-0.0347,0.1711,0.0422,265.4000,-0.3798,234.6000,0.3564,34.5900,0.0844,0.1705,0.0470,217.4000,-0.3512,262.6000,0.3777,35.3179,0.1463,0.1641,0.0485,184.5000,-0.3350,295.5000,0.3919,33.0398,0.1823,0.1494,0.0434,161.7000,-0.3225,318.3000,0.3901,30.4822
147,0.0538,0.0422,0.0057,195.1000,-0.0618,304.9000,0.1307,0.9488,0.1912,0.0467,0.0081,62.4000,-0.0499,417.6000,0.1865,1.0053,0.2631,0.0516,0.0127,30.9000,-0.0322,449.1000,0.2536,1.0341,0.2969,0.0470,0.0126,19.3000,-0.0118,460.7000,0.2796,0.0225,-0.0347,0.1712,0.0422,265.4000,-0.3800,234.6000,0.3565,34.6134,0.0844,0.1706,0.0470,217.5000,-0.3512,262.5000,0.3780,35.3232,0.1463,0.1642,0.0485,184.4000,-0.3353,295.6000,0.3919,33.0177,0.1823,0.1495,0.0434,161.7000,-0.3226,318.3000,0.3903,30.5428
148,0.0542,0.0425,0.0058,194.9000,-0.0623,305.1000,0.1314,0.9531,0.1921,0.0470,0.0082,62.0000,-0.0504,418.0000,0.1875,1.0210,0.2639,0.0517,0.0127,30.9000,-0.0323,449.1000,0.2546,1.0651,0.2976,0.0471,0.0127,19.3000,-0.0118,460.7000,0.2804,0.0225,-0.0348,0.1713,0.0422,265.6000,-0.3799,234.4000,0.3569,34.6191,0.0845,0.1707,0.0470,217.5000,-0.3513,262.5000,0.3782,35.3403,0.1464,0.1643,0.0485,184.4000,-0.3354,295.6000,0.3921,33.0316,0.1824,0.1496,0.0434,161.7000,-0.3227,318.3000,0.3904,30.5815
149,0.0546,0.0429,0.0059,194.6000,-0.0628,305.4000,0.1322,0.9704,0.1930,0.0472,0.0083,61.5000,-0.0515,418.5000,0.1884,1.0262,0.2647,0.0519,0.0128,30.9000,-0.0326,449.1000,0.2555,1.0914,0.2983,0.0471,0.0127,19.1000,-0.0120,460.9000,0.2810,0.0225,-0.0349,0.1714,0.0422,265.8000,-0.3798,234.2000,0.3573,34.5996,0.0845,0.1708,0.0470,217.6000,-0.3513,262.4000,0.3786,35.3943,0.1464,0.1644,0.0485,184.3000,-0.3357,295.7000,0.3921,33.0610,0.1824,0.1497,0.0434,161.7000,-0.3228,318.3000,0.3906,30.5734
150,0.0549,0.0432,0.0059,194.6000,-0.0632,305.4000,0.1330,0.9948,0.1938,0.0474,0.0083,61.1000,-0.0520,418.9000,0.1892,1.0334,0.2654,0.0520,0.0128,30.8000,-0.0329,449.2000,0.2564,1.1065,0.2989,0.0472,0.0127,19.0000,-0.0120,461.0000,0.2816,0.0226,-0.0350,0.1715,0.0422,265.8000,-0.3800,234.2000,0.3574,34.6144,0.0846,0.1709,0.0470,217.6000,-0.3514,262.4000,0.3787,35.4327,0.1465,0.1645,0.0485,184.1000,-0.3361,295.9000,0.3920,33.1286,0.1825,0.1498,0.0434,161.7000,-0.3229,318.3000,0.3907,30.5570
151,0.0553,0.0435,0.0060,194.7000,-0.0636,305.3000,0.1339,1.0090,0.1947,0.0477,0.0084,60.7000,-0.0531,419.3000,0.1901,1.0381,0.2662,0.0521,0.0129,30.5000,-0.0332,449.5000,0.2572,1.1176,0.2996,0.0472,0.0128,18.9000,-0.0120,461.1000,0.2822,0.0451,-0.0351,0.1716,0.0421,265.7000,-0.3805,234.3000,0.3573,34.6232,0.0846,0.1710,0.0470,217.6000,-0.3515,262.4000,0.3789,35.4064,0.1466,0.1646,0.0485,184.0000,-0.3363,296.0000,0.3921,33.1544,0.1825,0.1499,0.0434,161.7000,-0.3231,318.3000,0.3908,30.5892
152,0.0557,0.0438,0.0060,194.1000,-0.0641,305.9000,0.1346,1.0251,0.1955,0.0479,0.0084,60.0000,-0.0540,420.0000,0.1909,1.0397,0.2670,0.0522,0.0129,30.0000,-0.0337,450.0000,0.2578,1.1379,0.3002,0.0472,0.0128,18.9000,-0.0120,461.1000,0.2829,0.0452,-0.0352,0.1717,0.0421,265.7000,-0.3807,234.3000,0.3574,34.6363,0.0846,0.1711,0.0470,217.5000,-0.3518,262.5000,0.3789,35.4395,0.1467,0.1647,0.0485,184.1000,-0.3362,295.9000,0.3925,33.1544,0.1826,0.1500,0.0434,161.7000,-0.3232,318.3000,0.3910,30.5737
153,0.0560,0.0441,0.0061,193.9000,-0.0646,306.1000,0.1354,1.0356,0.1964,0.0481,0.0085,59.8000,-0.0545,420.2000,0.1918,1.0733,0.2677,0.0523,0.0130,30.1000,-0.0337,449.9000,0.2588,1.1391,0.3008,0.0473,0.0128,19.1000,-0.0118,460.9000,0.2837,0.0678,-0.0353,0.1717,0.0421,265.7000,-0.3809,234.3000,0.3574,34.6189,0.0847,0.1712,0.0469,217.5000,-0.3519,262.5000,0.3791,35.4395,0.1468,0.1647,0.0485,184.1000,-0.3363,295.9000,0.3927,33.1533,0.1826,0.1500,0.0434,161.8000,-0.3229,318.2000,0.3912,30.5830
154,0.0563,0.0444,0.0062,194.0000,-0.0650,306.0000,0.1364,1.0498,0.1972,0.0483,0.0086,59.3000,-0.0552,420.7000,0.1927,1.0803,0.2684,0.0524,0.0130,29.7000,-0.0342,450.3000,0.2595,1.1455,0.3014,0.0473,0.0129,18.9000,-0.0118,461.1000,0.2843,0.0679,-0.0354,0.1718,0.0421,265.7000,-0.3811,234.3000,0.3575,34.6073,0.0847,0.1713,0.0469,217.4000,-0.3521,262.6000,0.3791,35.4103,0.1469,0.1648,0.0484,184.1000,-0.3364,295.9000,0.3929,33.1867,0.1827,0.1501,0.0434,161.8000,-0.3229,318.2000,0.3913,30.6163
155,0.0567,0.0447,0.0062,194.4000,-0.0653,305.6000,0.1374,1.0527,0.1980,0.0486,0.0086,59.2000,-0.0555,420.8000,0.1936,1.0880,0.2692,0.0525,0.0130,29.7000,-0.0344,450.3000,0.2604,1.1609,0.3020,0.0473,0.0129,18.9000,-0.0117,461.1000,0.2850,0.0908,-0.0355,0.1719,0.0421,265.8000,-0.3812,234.2000,0.3577,34.6227,0.0847,0.1714,0.0469,217.4000,-0.3522,262.6000,0.3792,35.4273,0.1470,0.1649,0.0484,184.2000,-0.3363,295.8000,0.3932,33.2036,0.1827,0.1502,0.0434,161.6000,-0.3234,318.4000,0.3912,30.6268
156,0.0570,0.0450,0.0063,194.3000,-0.0657,305.7000,0.1382,1.0725,0.1989,0.0488,0.0087,58.8000,-0.0568,421.2000,0.1945,1.1126,0.2699,0.0526,0.0131,29.3000,-0.0350,450.7000,0.2611,1.1615,0.3026,0.0474,0.0129,18.7000,-0.0117,461.3000,0.2855,0.0912,-0.0356,0.1720,0.0421,265.8000,-0.3814,234.2000,0.3577,34.6930,0.0848,0.1715,0.0469,217.3000,-0.3525,262.7000,0.3792,35.4536,0.1471,0.1650,0.0484,184.2000,-0.3364,295.8000,0.3934,33.2711,0.1828,0.1503,0.0434,161.4000,-0.3238,318.6000,0.3911,30.6268
157,0.0573,0.0453,0.0063,194.1000,-0.0662,305.9000,0.1389,1.0845,0.1997,0.0490,0.0087,58.0000,-0.0581,422.0000,0.1952,1.1367,0.2706,0.0527,0.0131,29.2000,-0.0353,450.8000,0.2619,1.1827,0.3032,0.0474,0.0129,18.5000,-0.0118,461.5000,0.2860,0.1368,-0.0357,0.1721,0.0421,265.8000,-0.3816,234.2000,0.3578,34.7134,0.0848,0.1716,0.0469,217.1000,-0.3529,262.9000,0.3791,35.5753,0.1471,0.1651,0.0484,183.9000,-0.3370,296.1000,0.3932,33.2717,0.1829,0.1503,0.0434,161.3000,-0.3240,318.7000,0.3912,30.6665
158,0.0577,0.0456,0.0064,194.2000,-0.0666,305.8000,0.1398,1.0998,0.2005,0.0492,0.0088,57.6000,-0.0587,422.4000,0.1960,1.1438,0.2713,0.0528,0.0132,29.2000,-0.0354,450.8000,0.2628,1.2188,0.3038,0.0474,0.0130,18.5000,-0.0117,461.5000,0.2866,0.1633,-0.0358,0.1722,0.0421,265.9000,-0.3817,234.1000,0.3580,34.7620,0.0849,0.1716,0.0469,217.0000,-0.3531,263.0000,0.3791,35.5753,0.1472,0.1651,0.0484,183.8000,-0.3372,296.2000,0.3932,33.3327,0.1830,0.1504,0.0434,161.2000,-0.3243,318.8000,0.3912,30.6685
159,0.0580,0.0458,0.0064,194.0000,-0.0670,306.0000,0.1407,1.1298,0.2013,0.0494,0.0088,57.0000,-0.0593,423.0000,0.1968,1.1783,0.2720,0.0529,0.0132,28.9000,-0.0357,451.1000,0.2635,1.2248,0.3044,0.0475,0.0130,18.2000,-0.0122,461.8000,0.2871,0.1634,-0.0359,0.1722,0.0421,266.0000,-0.3818,234.0000,0.3582,34.7620,0.0850,0.1717,0.0469,217.0000,-0.3532,263.0000,0.3793,35.5553,0.1473,0.1652,0.0484,183.8000,-0.3373,296.2000,0.3934,33.3459,0.1830,0.1504,0.0434,161.2000,-0.3243,318.8000,0.3913,30.6758
160,0.0583,0.0461,0.0065,193.8000,-0.0675,306.2000,0.1413,1.1309,0.2021,0.0496,0.0089,56.6000,-0.0598,423.4000,0.1977,1.1921,0.2727,0.0530,0.0133,28.5000,-0.0363,451.5000,0.2641,1.2742,0.3049,0.0475,0.0130,18.2000,-0.0122,461.8000,0.2877,0.1634,-0.0360,0.1723,0.0421,266.0000,-0.3820,234.0000,0.3583,34.8086,0.0851,0.1718,0.0469,217.0000,-0.3532,263.0000,0.3795,35.5967,0.1474,0.1653,0.0484,183.8000,-0.3373,296.2000,0.3936,33.3741,0.1831,0.1505,0.0434,161.0000,-0.3247,319.0000,0.3913,30.6429
161,0.0586,0.0464,0.0065,193.6000,-0.0679,306.4000,0.1420,1.1361,0.2029,0.0498,0.0089,56.2000,-0.0602,423.8000,0.1985,1.1968,0.2734,0.0531,0.0133,28.5000,-0.0365,451.5000,0.2650,1.3079,0.3055,0.0475,0.0130,18.0000,-0.0124,462.0000,0.2882,0.1636,-0.0361,0.1724,0.0420,266.1000,-0.3821,233.9000,0.3585,34.8631,0.0851,0.1719,0.0469,216.9000,-0.3535,263.1000,0.3795,35.6145,0.1475,0.1653,0.0484,183.8000,-0.3374,296.2000,0.3937,33.3801,0.1832,0.1505,0.0434,161.0000,-0.3247,319.0000,0.3914,30.6509
162,0.0589,0.0467,0.0066,193.0000,-0.0686,307.0000,0.1425,1.1674,0.2037,0.0500,0.0090,55.9000,-0.0607,424.1000,0.1993,1.2062,0.2741,0.0532,0.0134,28.4000,-0.0368,451.6000,0.2658,1.3300,0.3060,0.0475,0.0131,17.8000,-0.0126,462.2000,0.2886,0.1636,-0.0362,0.1725,0.0420,266.1000,-0.3823,233.9000,0.3585,34.8697,0.0852,0.1719,0.0469,216.9000,-0.3535,263.1000,0.3797,35.6498,0.1476,0.1654,0.0484,183.7000,-0.3376,296.3000,0.3938,33.3842,0.1833,0.1506,0.0434,161.1000,-0.3246,318.9000,0.3917,30.6882
163,0.0592,0.0469,0.0066,192.7000,-0.0690,307.3000,0.1433,1.1819,0.2045,0.0502,0.0091,55.5000,-0.0614,424.5000,0.2001,1.2351,0.2748,0.0533,0.0134,28.2000,-0.0371,451.8000,0.2665,1.3412,0.3066,0.0476,0.0131,17.6000,-0.0127,462.4000,0.2891,0.1637,-0.0363,0.1726,0.0420,266.1000,-0.3825,233.9000,0.3586,34.8437,0.0853,0.1720,0.0469,216.8000,-0.3537,263.2000,0.3797,35.6674,0.1477,0.1655,0.0484,183.7000,-0.3376,296.3000,0.3940,33.4255,0.1834,0.1506,0.0434,161.0000,-0.3248,319.0000,0.3917,30.7453
164,0.0594,0.0472,0.0067,192.7000,-0.0695,307.3000,0.1440,1.2209,0.2053,0.0504,0.0091,55.3000,-0.0619,424.7000,0.2009,1.2434,0.2755,0.0534,0.0135,28.0000,-0.0374,452.0000,0.2672,1.3443,0.3071,0.0476,0.0131,17.2000,-0.0131,462.8000,0.2894,0.1637,-0.0364,0.1726,0.0420,266.3000,-0.3824,233.7000,0.3589,34.8489,0.0853,0.1721,0.0469,216.8000,-0.3538,263.2000,0.3799,35.6954,0.1478,0.1655,0.0484,183.7000,-0.3377,296.3000,0.3941,33.4295,0.1834,0.1507,0.0434,161.2000,-0.3245,318.8000,0.3921,30.7860
165,0.0597,0.0475,0.0068,192.8000,-0.0699,307.2000,0.1449,1.2327,0.2060,0.0506,0.0092,55.2000,-0.0623,424.8000,0.2018,1.2488,0.2761,0.0535,0.0135,27.8000,-0.0377,452.2000,0.2679,1.4092,0.3076,0.0476,0.0132,17.0000,-0.0134,463.0000,0.2899,0.1643,-0.0365,0.1727,0.0420,266.3000,-0.3826,233.7000,0.3589,34.8864,0.0854,0.1722,0.0469,216.8000,-0.3538,263.2000,0.3801,35.7524,0.1479,0.1656,0.0484,183.7000,-0.3377,296.3000,0.3943,33.4696,0.1835,0.1507,0.0434,161.2000,-0.3245,318.8000,0.3922,30.8286
166,0.0600,0.0477,0.0068,192.5000,-0.0703,307.5000,0.1456,1.2456,0.2068,0.0508,0.0092,55.0000,-0.0626,425.0000,0.2027,1.2488,0.2768,0.0536,0.0135,27.7000,-0.0381,452.3000,0.2687,1.4321,0.3081,0.0476,0.0132,17.0000,-0.0134,463.0000,0.2904,0.1643,-0.0366,0.1728,0.0420,266.3000,-0.3828,233.7000,0.3590,34.8991,0.0854,0.1722,0.0469,216.8000,-0.3539,263.2000,0.3802,35.7891,0.1479,0.1657,0.0483,183.7000,-0.3377,296.3000,0.3945,33.4835,0.1836,0.1508,0.0434,161.2000,-0.3245,318.8000,0.3923,30.8152
167,0.0603,0.0480,0.0069,192.6000,-0.0707,307.4000,0.1463,1.2495,0.2075,0.0510,0.0093,54.6000,-0.0634,425.4000,0.2034,1.2627,0.2775,0.0537,0.0136,27.7000,-0.0384,452.3000,0.2695,1.4765,0.3087,0.0477,0.0132,16.8000,-0.0136,463.2000,0.2908,0.1643,-0.0367,0.1729,0.0420,266.4000,-0.3829,233.6000,0.3592,34.9363,0.0855,0.1723,0.0469,216.7000,-0.3541,263.3000,0.3802,35.8065,0.1480,0.1657,0.0483,183.6000,-0.3380,296.4000,0.3945,33.4920,0.1836,0.1508,0.0434,161.1000,-0.3247,318.9000,0.3923,30.7998
168,0.0605,0.0482,0.0069,192.1000,-0.0713,307.9000,0.1467,1.2754,0.2083,0.0512,0.0093,54.1000,-0.0639,425.9000,0.2042,1.2913,0.2781,0.0538,0.0136,27.4000,-0.0388,452.6000,0.2701,1.4833,0.3092,0.0477,0.0132,16.6000,-0.0139,463.4000,0.2913,0.1650,-0.0368,0.1729,0.0420,266.4000,-0.3831,233.6000,0.3592,34.9250,0.0856,0.1724,0.0469,216.6000,-0.3543,263.4000,0.3802,35.8334,0.1481,0.1658,0.0483,183.5000,-0.3382,296.5000,0.3945,33.5101,0.1837,0.1509,0.0433,161.1000,-0.3247,318.9000,0.3924,30.7998
169,0.0608,0.0485,0.0070,192.5000,-0.0715,307.5000,0.1475,1.2754,0.2090,0.0514,0.0094,53.9000,-0.0644,426.1000,0.2050,1.2974,0.2788,0.0539,0.0137,27.2000,-0.0392,452.8000,0.2708,1.4833,0.3097,0.0477,0.0132,16.6000,-0.0139,463.4000,0.2918,0.1650,-0.0368,0.1730,0.0420,266.4000,-0.3832,233.6000,0.3593,34.8820,0.0856,0.1725,0.0469,216.7000,-0.3542,263.3000,0.3805,35.8505,0.1482,0.1659,0.0483,183.5000,-0.3382,296.5000,0.3947,33.5118,0.1838,0.1509,0.0433,161.1000,-0.3248,318.9000,0.3925,30.7998
170,0.0610,0.0487,0.0070,192.6000,-0.0719,307.4000,0.1482,1.2754,0.2098,0.0516,0.0094,53.8000,-0.0648,426.2000,0.2059,1.3026,0.2794,0.0540,0.0137,27.0000,-0.0397,453.0000,0.2715,1.4843,0.3101,0.0477,0.0133,16.6000,-0.0139,463.4000,0.2923,0.1650,-0.0369,0.1731,0.0420,266.4000,-0.3834,233.6000,0.3593,34.9075,0.0857,0.1725,0.0469,216.7000,-0.3542,263.3000,0.3807,35.8505,0.1483,0.1659,0.0483,183.5000,-0.3382,296.5000,0.3949,33.5634,0.1839,0.1510,0.0433,161.1000,-0.3248,318.9000,0.3927,30.8046
171,0.0613,0.0489,0.0071,193.4000,-0.0720,306.6000,0.1489,1.2863,0.2105,0.0518,0.0095,53.4000,-0.0654,426.6000,0.2066,1.3042,0.2800,0.0541,0.0137,27.0000,-0.0400,453.0000,0.2722,1.4863,0.3106,0.0477,0.0133,16.5000,-0.0139,463.5000,0.2928,0.1912,-0.0370,0.1731,0.0420,266.4000,-0.3836,233.6000,0.3594,34.9410,0.0858,0.1726,0.0468,216.5000,-0.3546,263.5000,0.3806,35.8403,0.1484,0.1660,0.0483,183.4000,-0.3384,296.6000,0.3949,33.5785,0.1839,0.1510,0.0433,161.1000,-0.3248,318.9000,0.3928,30.8458
172,0.0615,0.0492,0.0071,193.5000,-0.0724,306.5000,0.1497,1.2985,0.2112,0.0520,0.0095,53.2000,-0.0658,426.8000,0.2074,1.3101,0.2807,0.0542,0.0138,27.0000,-0.0402,453.0000,0.2730,1.5227,0.3111,0.0477,0.0133,16.4000,-0.0140,463.6000,0.2933,0.1913,-0.0371,0.1732,0.0420,266.4000,-0.3837,233.6000,0.3594,34.9703,0.0858,0.1727,0.0468,216.5000,-0.3547,263.5000,0.3807,35.8403,0.1485,0.1660,0.0483,183.4000,-0.3384,296.6000,0.3951,33.5785,0.1840,0.1511,0.0433,161.1000,-0.3248,318.9000,0.3929,30.8675
173,0.0617,0.0494,0.0072,193.1000,-0.0730,306.9000,0.1502,1.3165,0.2120,0.0521,0.0096,52.8000,-0.0672,427.2000,0.2081,1.3260,0.2813,0.0543,0.0138,26.8000,-0.0406,453.2000,0.2737,1.5465,0.3116,0.0478,0.0133,16.3000,-0.0142,463.7000,0.2937,0.2377,-0.0371,0.1733,0.0421,266.5000,-0.3838,233.5000,0.3596,34.9933,0.0859,0.1727,0.0468,216.5000,-0.3547,263.5000,0.3809,35.8211,0.1486,0.1661,0.0483,183.5000,-0.3383,296.5000,0.3954,33.5559,0.1841,0.1511,0.0433,161.1000,-0.3249,318.9000,0.3930,30.8483
174,0.0620,0.0496,0.0072,193.2000,-0.0733,306.8000,0.1506,1.3404,0.2127,0.0523,0.0096,52.8000,-0.0676,427.2000,0.2090,1.3455,0.2819,0.0544,0.0139,26.7000,-0.0409,453.3000,0.2744,1.5611,0.3120,0.0478,0.0134,16.1000,-0.0145,463.9000,0.2941,0.2391,-0.0372,0.1733,0.0421,266.6000,-0.3838,233.4000,0.3598,34.9998,0.0859,0.1728,0.0468,216.5000,-0.3548,263.5000,0.3810,35.8715,0.1487,0.1662,0.0483,183.4000,-0.3385,296.6000,0.3955,33.5711,0.1841,0.1511,0.0433,161.0000,-0.3251,319.0000,0.3930,30.8649
175,0.0622,0.0499,0.0073,193.4000,-0.0736,306.6000,0.1512,1.3539,0.2134,0.0525,0.0097,52.4000,-0.0682,427.6000,0.2097,1.3460,0.2825,0.0545,0.0139,26.4000,-0.0413,453.6000,0.2749,1.5844,0.3125,0.0478,0.0134,16.0000,-0.0146,464.0000,0.2945,0.2391,-0.0373,0.1734,0.0421,266.6000,-0.3840,233.4000,0.3598,35.0202,0.0860,0.1729,0.0468,216.4000,-0.3550,263.6000,0.3810,35.8746,0.1488,0.1662,0.0483,183.3000,-0.3387,296.7000,0.3955,33.5800,0.1842,0.1512,0.0433,161.0000,-0.3251,319.0000,0.3931,30.8914
176,0.0624,0.0501,0.0073,193.3000,-0.0741,306.7000,0.1518,1.3630,0.2141,0.0527,0.0097,52.4000,-0.0695,427.6000,0.2105,1.3753,0.2831,0.0546,0.0140,26.3000,-0.0415,453.7000,0.2756,1.5845,0.3129,0.0478,0.0134,15.9000,-0.0147,464.1000,0.2950,0.2391,-0.0374,0.1734,0.0421,266.6000,-0.3841,233.4000,0.3599,35.0330,0.0860,0.1729,0.0468,216.4000,-0.3550,263.6000,0.3811,35.9178,0.1489,0.1663,0.0483,183.3000,-0.3387,296.7000,0.3957,33.6104,0.1842,0.1512,0.0433,161.0000,-0.3251,319.0000,0.3932,30.9237
177,0.0626,0.0503,0.0074,193.3000,-0.0745,306.7000,0.1524,1.3686,0.2148,0.0528,0.0098,52.1000,-0.0699,427.9000,0.2112,1.3779,0.2837,0.0547,0.0140,26.0000,-0.0418,454.0000,0.2762,1.5874,0.3134,0.0478,0.0134,15.8000,-0.0148,464.2000,0.2954,0.2632,-0.0374,0.1735,0.0421,266.6000,-0.3843,233.4000,0.3599,35.0592,0.0861,0.1730,0.0468,216.4000,-0.3550,263.6000,0.3813,35.9206,0.1489,0.1663,0.0483,183.3000,-0.3387,296.7000,0.3958,33.6363,0.1843,0.1513,0.0433,160.9000,-0.3253,319.1000,0.3933,30.9237
178,0.0628,0.0505,0.0074,193.5000,-0.0749,306.5000,0.1530,1.3709,0.2155,0.0530,0.0098,51.8000,-0.0704,428.2000,0.2119,1.3866,0.2843,0.0548,0.0140,26.0000,-0.0420,454.0000,0.2769,1.5893,0.3138,0.0478,0.0134,15.7000,-0.0151,464.3000,0.2958,0.2634,-0.0375,0.1736,0.0421,266.6000,-0.3844,233.4000,0.3599,35.0720,0.0861,0.1730,0.0468,216.2000,-0.3554,263.8000,0.3811,35.9361,0.1490,0.1664,0.0483,183.2000,-0.3390,296.8000,0.3958,33.6498,0.1844,0.1513,0.0433,160.8000,-0.3255,319.2000,0.3932,30.9525
179,0.0630,0.0507,0.0075,193.5000,-0.0753,306.5000,0.1537,1.3805,0.2161,0.0531,0.0098,51.7000,-0.0707,428.3000,0.2127,1.3872,0.2849,0.0549,0.0141,25.9000,-0.0423,454.1000,0.2775,1.5914,0.3142,0.0478,0.0135,15.6000,-0.0152,464.4000,0.2962,0.2641,-0.0376,0.1736,0.0421,266.7000,-0.3844,233.3000,0.3601,35.0720,0.0862,0.1731,0.0468,216.2000,-0.3554,263.8000,0.3813,35.9443,0.1491,0.1664,0.0483,183.2000,-0.3390,296.8000,0.3960,33.6637,0.1844,0.1513,0.0433,160.8000,-0.3255,319.2000,0.3933,30.9559
